EZID	GENE	GeneType	CHR	FROM	TO
57165	GJC2	coding	1	228337630	228347526
23352	UBR4	coding	1	19401003	19536759
50486	G0S2	coding	1	209848756	209849734
84793	FOXD2-AS1	pseudo	1	47897804	47900312
11080	DNAJB4	coding	1	78444858	78483647
55870	ASH1L	coding	1	155305058	155532593
5226	PGD	coding	1	10459120	10480567
54897	CASZ1	coding	1	10696660	10856702
10158	PDZK1IP1	coding	1	47649253	47655707
4898	NRDC	coding	1	52254881	52344398
8564	KMO	coding	1	241695677	241758943
200081	TXLNA	coding	1	32645275	32663885
10327	AKR1A1	coding	1	46016497	46035720
58497	PRUNE1	coding	1	150980924	151008188
57822	GRHL3	coding	1	24645846	24690971
2899	GRIK3	coding	1	37261127	37500115
6004	RGS16	coding	1	182567757	182573523
3352	HTR1D	coding	1	23518387	23543994
2537	IFI6	coding	1	27992574	27998702
2275	FHL3	coding	1	38462441	38471185
80834	TAS1R2	coding	1	19166092	19186153
9372	ZFYVE9	coding	1	52607760	52812305
51478	HSD17B7	coding	1	162760491	162782612
79180	EFHD2	coding	1	15736383	15756834
261734	NPHP4	coding	1	5922870	6052484
84879	MFSD2A	coding	1	40420816	40435627
8613	PLPP3	coding	1	56960432	57045235
2780	GNAT2	coding	1	110145712	110162237
440738	MAP1LC3C	coding	1	242158791	242162399
27173	SLC39A1	coding	1	153931585	153940659
5993	RFX5	coding	1	151313115	151319727
2981	GUCA2B	coding	1	42619080	42621490
55746	NUP133	coding	1	229576005	229644087
10946	SF3A3	coding	1	38422646	38455693
725	C4BPB	coding	1	207262204	207273337
574441	MIR488	pseudo	1	176998498	176998580
26092	TOR1AIP1	coding	1	179851419	179889210
23557	SNAPIN	coding	1	153631129	153634327
6924	ELOA	coding	1	24069855	24088548
7779	SLC30A1	coding	1	211744909	211752502
6883	TAF12	coding	1	28929361	28969578
51727	CMPK1	coding	1	47799461	47844510
9860	LRIG2	coding	1	113615819	113674881
5195	PEX14	coding	1	10535006	10690814
100302276	MIR1290	pseudo	1	19223564	19223641
6905	TBCE	coding	1	235530741	235615755
54507	ADAMTSL4	coding	1	150521883	150533412
27159	CHIA	coding	1	111833472	111863184
83416	FCRL5	coding	1	157483166	157522304
8832	CD84	coding	1	160510887	160549285
9047	SH2D2A	coding	1	156776034	156786639
8443	GNPAT	coding	1	231376957	231413718
64121	RRAGC	coding	1	39303869	39325443
4063	LY9	coding	1	160765963	160798044
2326	FMO1	coding	1	171217632	171255116
5565	PRKAB2	coding	1	146626684	146644048
54751	FBLIM1	coding	1	16083132	16113083
922	CD5L	coding	1	157796857	157811597
6284	S100A13	coding	1	153591274	153606836
8073	PTP4A2	coding	1	32372021	32403968
7371	UCK2	coding	1	165796850	165880854
4116	MAGOH	coding	1	53692571	53704189
9462	RASAL2	coding	1	178063238	178447984
55635	DEPDC1	coding	1	68939834	68962764
4332	MNDA	coding	1	158801140	158819291
388697	HRNR	coding	1	152184551	152196668
1810	DR1	coding	1	93811463	93835049
844	CASQ1	coding	1	160160364	160171675
6707	SPRR3	coding	1	152974224	152976331
388698	FLG2	coding	1	152321210	152332481
6301	SARS1	coding	1	109756514	109780803
8420	SNHG3	pseudo	1	28832454	28837403
57326	PBXIP1	coding	1	154916555	154928574
23463	ICMT	coding	1	6281252	6296023
4139	MARK1	coding	1	220701477	220837802
6487	ST3GAL3	coding	1	44173206	44396830
10286	BCAS2	coding	1	115110177	115124235
7809	BSND	coding	1	55464605	55482844
54499	TMCO1	coding	1	165693527	165738158
8934	RAB29	coding	1	205737113	205744609
23380	SRGAP2	coding	1	206516197	206637775
163786	SASS6	coding	1	100549125	100598485
64783	RBM15	coding	1	110881998	110889298
79805	VASH2	coding	1	213123882	213164926
128209	KLF17	coding	1	44584492	44600811
7257	TSNAX	coding	1	231664414	231702269
127833	SYT2	coding	1	202559723	202679581
9403	SELENOF	coding	1	87328127	87380259
4146	MATN1	coding	1	31184123	31196431
55929	DMAP1	coding	1	44679142	44686344
7780	SLC30A2	coding	1	26363742	26372608
10207	PATJ	coding	1	62208151	62629586
9859	CEP170	coding	1	243287729	243418582
117178	SSX2IP	coding	1	85109388	85156143
100126348	MIR760	pseudo	1	94312387	94312466
1952	CELSR2	coding	1	109792160	109818372
64175	P3H1	coding	1	43212044	43232698
9554	SEC22B	coding	1	120693459	120697155
9214	FCMR	coding	1	207076661	207095285
10962	MLLT11	coding	1	151032872	151042019
3645	INSRR	coding	1	156809854	156828908
6000	RGS7	coding	1	240938041	241520529
8337	H2AC18	coding	1	149813784	149814316
5362	PLXNA2	coding	1	208195586	208417728
51086	TNNI3K	coding	1	74701070	75010111
2301	FOXE3	coding	1	47881956	47883723
9670	IPO13	coding	1	44412621	44433693
23139	MAST2	coding	1	46269283	46501793
26232	FBXO2	coding	1	11708443	11714485
8804	CREG1	coding	1	167510249	167522998
5132	PDC	coding	1	186412697	186430245
83872	HMCN1	coding	1	185703522	186160080
58155	PTBP2	coding	1	97187339	97289294
140576	S100A16	coding	1	153579358	153585612
54936	ADPRS	coding	1	36554492	36559532
83858	ATAD3B	coding	1	1407144	1433227
4237	MFAP2	coding	1	17300996	17308077
50809	HP1BP3	coding	1	21066758	21113799
9580	SOX13	coding	1	204042242	204096870
89884	LHX4	coding	1	180199398	180248118
205	AK4	coding	1	65613234	65697827
65108	MARCKSL1	coding	1	32799439	32801833
9829	DNAJC6	coding	1	65730431	65881553
9103	FCGR2C	coding	1	161551128	161571009
3775	KCNK1	coding	1	233749851	233808259
57216	VANGL2	coding	1	160370353	160398459
1325	CORT	coding	1	10510087	10512054
2980	GUCA2A	coding	1	42628360	42630415
1266	CNN3	coding	1	95362512	95392665
79594	MUL1	coding	1	20825940	20834643
58480	RHOU	coding	1	228780393	228882415
5778	PTPN7	coding	1	202116140	202130715
59269	HIVEP3	coding	1	41972035	42501604
7044	LEFTY2	coding	1	226124302	226128919
26994	RNF11	coding	1	51701944	51739118
9213	XPR1	coding	1	180601157	180859414
286826	LIN9	coding	1	226418849	226497467
23528	ZNF281	coding	1	200374078	200379163
81788	NUAK2	coding	1	205271190	205290872
9453	GGPS1	coding	1	235490530	235507846
56997	COQ8A	coding	1	227127994	227175244
4438	MSH4	coding	1	76262566	76378926
26097	CHTOP	coding	1	153606541	153618781
23057	NMNAT2	coding	1	183217371	183387514
10472	ZBTB18	coding	1	244211954	244220777
80835	TAS1R1	coding	1	6615366	6639814
2046	EPHA8	coding	1	22889981	22930087
2005	ELK4	coding	1	205577070	205601999
11146	GLMN	coding	1	92711958	92764543
23456	ABCB10	coding	1	229652328	229694453
1196	CLK2	coding	1	155232658	155243294
51603	METTL13	coding	1	171750799	171766855
64858	DCLRE1B	coding	1	114447240	114456707
9019	MPZL1	coding	1	167691218	167761155
515	ATP5PB	coding	1	111992085	112005394
3208	HPCA	coding	1	33352091	33360246
25782	RAB3GAP2	coding	1	220321634	220445794
64388	GREM2	coding	1	240652872	240775454
91624	NEXN	coding	1	78354308	78409579
9411	ARHGAP29	coding	1	94634460	94713301
10256	CNKSR1	coding	1	26503981	26516374
2948	GSTM4	coding	1	110198720	110208118
7813	EVI5	coding	1	92974252	93257966
101669762	BLACAT1	coding	1	205404013	205425213
9887	SMG7	coding	1	183441633	183523325
51150	SDF4	coding	1	1152310	1167380
22920	KIFAP3	coding	1	169890469	170043835
1805	DPT	coding	1	168664705	168698443
128239	IQGAP3	coding	1	156495196	156542356
49860	CRNN	coding	1	152381718	152386738
5549	PRELP	coding	1	203444933	203460479
81611	ANP32E	coding	1	150190716	150208459
26292	MYCBP	coding	1	39328161	39339049
5202	PFDN2	coding	1	161070350	161087826
22854	NTNG1	coding	1	107682709	108027544
100126331	MIR942	pseudo	1	117637264	117637349
9406	ZRANB2	coding	1	71528973	71546717
8891	EIF2B3	coding	1	45316193	45452266
284695	ZNF326	coding	1	90460668	90501091
100874054	FALEC	pseudo	1	150488232	150490507
9095	TBX19	coding	1	168250114	168283663
115019	SLC26A9	coding	1	205882179	205912583
10218	ANGPTL7	coding	1	11249411	11256037
10806	SDCCAG8	coding	1	243419342	243663392
57085	AGTRAP	coding	1	11796192	11810825
10450	PPIE	coding	1	40204553	40229585
26155	NOC2L	coding	1	879582	894635
192670	AGO4	coding	1	36273236	36323490
271	AMPD2	coding	1	110162458	110174676
10654	PMVK	coding	1	154897215	154915133
3707	ITPKB	coding	1	226819390	226926982
127534	GJB4	coding	1	35225340	35227927
128240	NAXE	coding	1	156561567	156564090
9295	SRSF11	coding	1	70671378	70718734
83932	SPRTN	coding	1	231474038	231490768
2634	GBP2	coding	1	89571814	89591796
1307	COL16A1	coding	1	32117863	32169617
25874	MPC2	coding	1	167885912	167906309
57127	RHBG	coding	1	156339001	156355010
149041	RC3H1	coding	1	173900221	173991494
115209	OMA1	coding	1	58946390	59012397
10067	SCAMP3	coding	1	155225771	155232150
23358	USP24	coding	1	55532031	55681036
10076	PTPRU	coding	1	29563033	29653311
9410	SNRNP40	coding	1	31732414	31769634
2563	GABRD	coding	1	1950783	1962196
11266	DUSP12	coding	1	161719575	161727027
8560	DEGS1	coding	1	224370941	224381142
64216	TFB2M	coding	1	246703862	246729562
6726	SRP9	coding	1	225965527	225978165
149461	CLDN19	coding	1	43198763	43205906
9398	CD101	coding	1	117544381	117579173
260425	MAGI3	coding	1	113933136	114228544
26279	PLA2G2D	coding	1	20438431	20446028
7805	LAPTM5	coding	1	31205315	31230620
55966	AJAP1	coding	1	4714668	4852593
27246	RNF115	coding	1	145611017	145696217
280	AMY2B	coding	1	104097265	104122155
56893	UBQLN4	coding	1	156005089	156023588
55699	IARS2	coding	1	220267473	220321382
29929	ALG6	coding	1	63833297	63904223
84196	USP48	coding	1	22004790	22109641
23673	STX12	coding	1	28099729	28150953
3749	KCNC4	coding	1	110752935	110776665
89872	AQP10	coding	1	154293568	154297800
5876	RABGGTB	coding	1	76251878	76260774
359948	IRF2BP2	coding	1	234740014	234745923
8799	PEX11B	coding	1	145516371	145523731
55249	YY1AP1	coding	1	155629232	155658786
7286	TUFT1	coding	1	151512784	151556058
5016	OVGP1	coding	1	111956940	111970356
79753	SNIP1	coding	1	38000049	38019893
9528	TMEM59	coding	1	54492353	54519245
56776	FMN2	coding	1	240255182	240638486
23421	ITGB3BP	coding	1	63906440	63988895
51702	PADI3	coding	1	17575592	17610727
163590	TOR1AIP2	coding	1	179809110	179846937
59349	KLHL12	coding	1	202860247	202897726
29889	GNL2	coding	1	38032416	38061537
55187	VPS13D	coding	1	12290086	12572098
5865	RAB3B	coding	1	52373627	52456371
29920	PYCR2	coding	1	226107577	226111949
6814	STXBP3	coding	1	109289295	109352144
23596	OPN3	coding	1	241756425	241803670
3633	INPP5B	coding	1	38326368	38412728
27245	AHDC1	coding	1	27860755	27930654
51742	ARID4B	coding	1	235330216	235491493
10223	GPA33	coding	1	167022072	167059613
4681	NBL1	coding	1	19969722	19984944
115362	GBP5	coding	1	89724632	89738542
54855	TENT5C	coding	1	118148669	118171010
223	ALDH9A1	coding	1	165631448	165667899
192669	AGO3	coding	1	36396705	36538100
79947	DHDDS	coding	1	26758811	26797796
128312	H2BU1	coding	1	228645803	228646258
57829	ZP4	coding	1	238045703	238054221
127933	UHMK1	coding	1	162466963	162499420
1945	EFNA4	coding	1	155036215	155042028
1465	CSRP1	coding	1	201452657	201476250
26270	FBXO6	coding	1	11724256	11734410
85414	SLC45A3	coding	1	205626978	205649636
55127	HEATR1	coding	1	236712304	236767815
100505633	LINC01133	pseudo	1	159931013	159948875
199974	CYP4Z1	coding	1	47532902	47583989
473	RERE	coding	1	8412463	8877698
4660	PPP1R12B	coding	1	202317826	202561829
55705	IPO9	coding	1	201798284	201853418
10026	PIGK	coding	1	77554673	77685114
1117	CHI3L2	coding	1	111770280	111786061
54996	MTARC2	coding	1	220921663	220958156
6723	SRM	coding	1	11114645	11120074
254428	SLC41A1	coding	1	205758222	205782325
54596	L1TD1	coding	1	62660520	62677999
204851	HIPK1	coding	1	114471945	114520490
10877	CFHR4	coding	1	196857181	196887762
10352	WARS2	coding	1	119573838	119683294
1187	CLCNKA	coding	1	16348530	16360544
93185	IGSF8	coding	1	160061128	160068617
1944	EFNA3	coding	1	155051312	155060013
65123	INTS3	coding	1	153700525	153747283
5738	PTGFRN	coding	1	117452537	117532974
23065	EMC1	coding	1	19542153	19578017
5192	PEX10	coding	1	2335412	2345265
55283	MCOLN3	coding	1	85483764	85514182
9857	CEP350	coding	1	179923944	180084009
6274	S100A3	coding	1	153519804	153521733
10625	IVNS1ABP	coding	1	185265519	185286374
1429	CRYZ	coding	1	75171169	75198733
2827	GPR3	coding	1	27719125	27722317
9659	PDE4DIP	coding	1	144851423	145076024
8672	EIF4G3	coding	1	21132784	21503389
27129	HSPB7	coding	1	16340523	16346088
6699	SPRR1B	coding	1	153003678	153005375
57530	CGN	coding	1	151483862	151511167
57708	MIER1	coding	1	67390672	67454301
9696	CROCC	coding	1	17248425	17299458
2029	ENSA	coding	1	150593721	150602087
8515	ITGA10	coding	1	145525029	145543867
57863	CADM3	coding	1	159141404	159173102
60672	MIIP	coding	1	12079554	12092101
353500	BMP8A	coding	1	39957307	39995540
4931	NVL	coding	1	224415046	224517873
55970	GNG12	coding	1	68167157	68299149
128178	EDARADD	coding	1	236557585	236648229
55585	UBE2Q1	coding	1	154521052	154531137
23318	TUT4	coding	1	52888946	53018763
9068	ANGPTL1	coding	1	178818669	178840211
113451	AZIN2	coding	1	33546753	33589092
353144	LCE3C	coding	1	152572709	152573561
10465	PPIH	coding	1	43124093	43142428
54874	FNBP1L	coding	1	93913674	94020217
56605	ERO1B	coding	1	236378400	236445257
480	ATP1A4	coding	1	160121392	160156769
116496	NIBAN1	coding	1	184760165	184943639
10022	INSL5	coding	1	67263422	67266958
2787	GNG5	coding	1	84964007	84972263
23154	NCDN	coding	1	36023399	36032379
9473	THEMIS2	coding	1	28199054	28213185
8674	VAMP4	coding	1	171669299	171711204
64757	MTARC1	coding	1	220960254	220993000
23334	SZT2	coding	1	43855569	43919917
2882	GPX7	coding	1	53068042	53074722
388585	HES5	coding	1	2460183	2461701
55243	KIRREL1	coding	1	157963434	158070051
51361	HOOK1	coding	1	60280620	60341993
100132074	FOXO6	coding	1	41827105	41849261
10717	AP4B1	coding	1	114436815	114447649
84824	FCRLA	coding	1	161677018	161684141
1185	CLCN6	coding	1	11866247	11903186
676	BRDT	coding	1	92414927	92479984
57576	KIF17	coding	1	20990506	21044499
57554	LRRC7	coding	1	70033604	70610046
55733	HHAT	coding	1	210501595	210849631
7268	TTC4	coding	1	55181533	55208329
10885	WDR3	coding	1	118472361	118509165
79814	AGMAT	coding	1	15898193	15911545
431707	LHX8	coding	1	75594118	75627217
84944	MAEL	coding	1	166944818	166991450
23271	CAMSAP2	coding	1	200708699	200829831
4580	MTX1	coding	1	155178485	155183629
59352	LGR6	coding	1	202162926	202288888
388588	SMIM1	coding	1	3689312	3692519
1912	PHC2	coding	1	33789226	33896695
80176	SPSB1	coding	1	9352952	9429590
63827	BCAN	coding	1	156611908	156629319
353143	LCE3B	coding	1	152586286	152586573
84072	HORMAD1	coding	1	150670535	150693370
6051	RNPEP	coding	1	201951775	201975270
51278	IER5	coding	1	181057835	181062035
343450	KCNT2	coding	1	196194908	196577569
8574	AKR7A2	coding	1	19629201	19638639
339479	BRINP3	coding	1	190066787	190446993
10637	LEFTY1	coding	1	226073981	226076845
11311	VPS45	coding	1	150039438	150117506
7483	WNT9A	coding	1	228106356	228135632
127018	LYPLAL1	coding	1	219347219	219386199
5453	POU3F1	coding	1	38509500	38512464
51506	UFC1	coding	1	161123767	161128645
23215	PRRC2C	coding	1	171454668	171562649
114771	PGLYRP3	coding	1	153269591	153285427
5546	PRCC	coding	1	156737326	156770606
55432	YOD1	coding	1	207217193	207226460
29957	SLC25A24	coding	1	108676664	108742964
11332	ACOT7	coding	1	6324331	6453826
89866	SEC16B	coding	1	177897922	177953418
22883	CLSTN1	coding	1	9788983	9884583
83442	SH3BGRL3	coding	1	26606576	26608012
117145	THEM4	coding	1	151843341	151881986
114803	MYSM1	coding	1	59120414	59165733
55706	NDC1	coding	1	54231150	54303968
3104	ZBTB48	coding	1	6640053	6649339
114883	OSBPL9	coding	1	52082763	52254890
8659	ALDH4A1	coding	1	19197923	19229048
9877	ZC3H11A	coding	1	203764750	203823251
23046	KIF21B	coding	1	200938517	200992841
317772	H2AC21	coding	1	149859018	149859514
51060	TXNDC12	coding	1	52485802	52521842
112950	MED8	coding	1	43849587	43855470
6894	TARBP1	coding	1	234527058	234614924
23219	FBXO28	coding	1	224301812	224349748
114625	ERMAP	coding	1	43282792	43310661
92344	GORAB	coding	1	170501306	170522974
142678	MIB2	coding	1	1550794	1565989
23381	SMG5	coding	1	156219014	156261306
114034	TOE1	coding	1	45805841	45809644
25909	AHCTF1	coding	1	247002399	247095249
6700	SPRR2A	coding	1	153028595	153029987
7798	LUZP1	coding	1	23410522	23495348
54802	TRIT1	coding	1	40303781	40349182
353238	PADI6	coding	1	17698690	17728194
8643	PTCH2	coding	1	45285516	45308924
8548	BLZF1	coding	1	169337432	169365812
79258	MMEL1	coding	1	2522077	2564454
100506696	PCAT6	pseudo	1	202780073	202781040
27095	TRAPPC3	coding	1	36602172	36621653
84251	SGIP1	coding	1	66999043	67216821
3898	LAD1	coding	1	201349960	201368451
83715	ESPN	coding	1	6484835	6521003
10092	ARPC5	coding	1	183589980	183604917
8703	B4GALT3	coding	1	161141099	161147757
64769	MEAF6	coding	1	37955593	37980366
55154	MSTO1	coding	1	155579960	155584757
9015	TAF1A	coding	1	222731243	222763274
6847	SYCP1	coding	1	115397483	115537990
2330	FMO5	coding	1	146655883	146696930
5129	CDK18	coding	1	205473796	205501917
3311	HSPA7	pseudo	1	161575848	161578340
50717	DCAF8	coding	1	160185509	160232338
23029	RBM34	coding	1	235294497	235324564
29101	SSU72	coding	1	1477052	1510242
27097	TAF5L	coding	1	229728880	229761868
378708	CENPS	coding	1	10490489	10502864
55735	DNAJC11	coding	1	6694229	6761875
23443	SLC35A3	coding	1	100435551	100501189
26254	OPTC	coding	1	203463280	203478076
23266	ADGRL2	coding	1	81771876	82459615
200205	IBA57	coding	1	228353504	228369957
51154	MRTO4	coding	1	19578298	19586621
10691	GMEB1	coding	1	28995295	29045864
2140	EYA3	coding	1	28296854	28415120
79169	C1orf35	coding	1	228288431	228291025
29943	PADI1	coding	1	17531622	17572501
8416	ANXA9	coding	1	150954767	150968109
55083	KIF26B	coding	1	245318286	245872733
7062	TCHH	coding	1	152078792	152087919
8514	KCNAB2	coding	1	6052735	6161239
55223	TRIM62	coding	1	33610999	33647643
339403	RXFP4	coding	1	155911428	155912877
80308	FLAD1	coding	1	154955819	154965586
8444	DYRK3	coding	1	206808880	206828502
1122	CHML	coding	1	241792152	241803670
148327	CREB3L4	coding	1	153940377	153946834
6913	TBX15	coding	1	119425669	119532132
117157	SH2D1B	coding	1	162365057	162381925
6698	SPRR1A	coding	1	152956556	152958289
3080	CFHR2	coding	1	196912867	196928751
255231	MCOLN2	coding	1	85391265	85462795
65220	NADK	coding	1	1682670	1711469
4725	NDUFS5	coding	1	39492021	39500286
200162	SPAG17	coding	1	118496212	118727850
7059	THBS3	coding	1	155165378	155177687
656	BMP8B	coding	1	40222853	40254536
55827	DCAF6	coding	1	167905476	168045080
8458	TTF2	coding	1	117602947	117650074
25949	SYF2	coding	1	25548766	25558992
6884	TAF13	coding	1	109606761	109618624
84958	SYTL1	coding	1	27668512	27680422
7388	UQCRH	coding	1	46769369	46782447
10964	IFI44L	coding	1	79086132	79111829
54935	DUSP23	coding	1	159750751	159752332
29922	NME7	coding	1	169101768	169337034
55509	BATF3	coding	1	212859758	212873181
100302234	MIR664A	pseudo	1	220373879	220373960
84618	NT5C1A	coding	1	40116900	40137778
128338	DRAM2	coding	1	111659784	111682714
56944	OLFML3	coding	1	114522095	114524874
55700	MAP7D1	coding	1	36621760	36646449
51253	MRPL37	coding	1	54665839	54691161
11000	SLC27A3	coding	1	153747882	153752632
25950	RWDD3	coding	1	95699710	95712780
55616	ASAP3	coding	1	23755055	23810671
100302158	MIR1231	pseudo	1	201777738	201777829
6675	UAP1	coding	1	162531511	162569626
85397	RGS8	coding	1	182610952	182721510
23208	SYT11	coding	1	155829357	155854989
9191	DEDD	coding	1	161090763	161102456
26508	HEYL	coding	1	40089106	40105314
261726	TIPRL	coding	1	168148199	168171346
22802	CLCA4	coding	1	87012760	87046436
55277	FGGY	coding	1	59762484	60228401
10390	CEPT1	coding	1	111682120	111727725
80222	TARS2	coding	1	150459894	150480077
159	ADSS2	coding	1	244571795	244615361
10100	TSPAN2	coding	1	115590631	115632123
2987	GUK1	coding	1	228327784	228336655
64123	ADGRL4	coding	1	79355448	79472414
57449	PLEKHG5	coding	1	6526151	6580151
6944	VPS72	coding	1	151148779	151162672
9653	HS2ST1	coding	1	87380317	87575664
28956	LAMTOR2	coding	1	156024572	156028296
84950	PRPF38A	coding	1	52870273	52886507
79368	FCRL2	coding	1	157715522	157746921
388581	C1QTNF12	coding	1	1177832	1182101
252839	TMEM9	coding	1	201103899	201140685
80342	TRAF3IP3	coding	1	209929397	209955654
109029530	LOC109029530	pseudo	1	119956699	119957966
92312	MEX3A	coding	1	156041803	156052255
23432	GPR161	coding	1	168048779	168106904
9731	CEP104	coding	1	3728649	3773774
